usage_frequency,subscription_type,login_activity,support_tickets,payment_history,avg_session_minutes,monthly_spend,tenure_months,region,churn
10.18,monthly,38.19,1,on_time,8.8,51.02,18,APAC,1
21.36,monthly,,2,on_time,14.19,106.49,14,EU,0
,monthly,9.95,1,on_time,7.61,105.54,10,MEA,0
20.9,monthly,26.11,1,failed,26.5,129.67,56,APAC,0
27.74,quarterly,23.59,3,on_time,16.92,67.83,12,MEA,0
5.81,monthly,23.57,2,on_time,9.78,99.89,54,NA,1
,monthly,33.17,3,on_time,,119.83,13,NA,0
14.61,quarterly,23.17,2,failed,14.72,88.55,30,NA,0
12.32,monthly,25.44,2,delayed,23.39,111.6,33,LATAM,0
11.74,monthly,,1,on_time,23.21,81.2,7,APAC,0
12.56,monthly,24.93,1,on_time,17.62,120.81,18,NA,0
15.89,monthly,,1,delayed,7.38,62.69,28,MEA,1
17.15,monthly,6.41,0,delayed,11.52,40.56,2,MEA,1
22.67,quarterly,62.91,1,on_time,,73.39,24,NA,0
15.82,monthly,4.5,4,delayed,11.69,81.54,21,APAC,0
,quarterly,16.07,2,,13.46,96.25,20,APAC,0
11.86,monthly,15.73,0,on_time,12.17,96.63,7,NA,0
7.59,quarterly,45.19,1,,9.36,64.14,1,,0
13.87,quarterly,15.39,1,on_time,19.22,56.04,9,NA,0
19.24,monthly,26.86,0,on_time,6.97,129.54,9,LATAM,1
22.02,monthly,15.81,0,on_time,10.02,80.14,21,LATAM,0
26.22,monthly,10.56,3,delayed,16.85,70.68,8,,0
18.03,annual,28.27,2,delayed,13.5,83.64,22,APAC,1
21.27,annual,14.09,3,on_time,15.98,51.16,2,NA,0
25.58,monthly,24.28,1,on_time,14.81,63.98,24,EU,0
10.55,quarterly,28.89,1,on_time,7.97,106.17,9,APAC,1
14.53,monthly,42.97,7,,23.79,55.59,16,NA,0
35.4,monthly,8.12,2,on_time,21.86,46.78,5,APAC,1
21.99,quarterly,20.32,3,delayed,,74.04,20,NA,0
19.57,monthly,20.77,3,on_time,17.86,91.25,14,NA,1
22.26,monthly,22.01,2,on_time,12.06,122.49,18,EU,0
6.65,annual,50.26,1,delayed,21.5,84.18,42,APAC,0
11.47,monthly,20.09,4,on_time,20.15,98.45,9,EU,0
8.91,quarterly,0.0,0,on_time,22.54,55.37,5,APAC,0
,monthly,19.82,2,delayed,9.32,89.23,16,EU,0
13.42,monthly,,1,failed,6.87,52.66,8,APAC,0
16.67,monthly,19.35,2,on_time,3.85,109.63,12,APAC,0
13.82,annual,14.09,0,on_time,31.05,78.46,12,APAC,0
4.62,monthly,7.47,1,on_time,20.44,82.55,50,EU,1
22.19,monthly,45.75,2,on_time,22.47,98.16,10,EU,0
3.66,quarterly,25.5,0,on_time,6.4,70.26,27,NA,0
10.91,annual,19.89,1,on_time,18.81,63.38,2,APAC,0
6.79,annual,45.4,2,on_time,4.67,51.64,10,NA,0
9.84,monthly,12.44,2,delayed,17.73,133.87,13,LATAM,1
17.41,monthly,28.63,3,on_time,15.12,77.62,10,LATAM,1
24.65,quarterly,8.26,1,failed,13.21,75.15,12,EU,1
5.07,quarterly,30.26,2,on_time,11.75,103.42,7,,1
12.1,annual,9.52,1,delayed,22.05,75.89,25,APAC,0
3.76,quarterly,,0,on_time,11.86,18.99,7,NA,0
11.76,monthly,43.49,5,on_time,23.12,140.64,5,,0
16.5,monthly,23.03,1,delayed,14.72,70.57,16,MEA,0
21.37,monthly,0.0,1,delayed,17.24,60.49,19,NA,1
1.17,monthly,22.39,0,on_time,18.3,79.45,13,NA,0
19.85,monthly,,1,on_time,17.76,69.55,5,APAC,0
9.19,monthly,31.91,2,on_time,16.37,70.09,28,EU,1
7.49,quarterly,38.21,1,on_time,27.92,87.26,14,APAC,0
16.47,annual,38.77,0,on_time,21.77,28.73,12,APAC,0
20.39,quarterly,20.56,0,delayed,2.0,104.57,13,APAC,0
15.3,annual,14.75,0,,13.75,99.64,37,NA,0
8.35,quarterly,9.7,3,on_time,23.92,36.69,6,EU,0
15.29,quarterly,,5,on_time,10.12,96.76,26,LATAM,0
10.92,monthly,27.24,2,chargeback,15.03,60.03,5,EU,0
20.23,quarterly,7.16,0,on_time,15.48,71.74,19,EU,0
23.53,monthly,11.8,1,on_time,24.55,93.85,5,NA,1
23.08,monthly,28.19,0,on_time,8.72,108.26,31,NA,1
15.86,monthly,14.89,2,delayed,9.58,93.27,19,EU,0
23.86,annual,26.07,5,on_time,18.03,40.59,2,EU,1
8.85,quarterly,13.04,0,on_time,17.07,85.8,20,APAC,0
28.48,annual,25.17,2,on_time,18.13,87.93,14,APAC,0
8.81,annual,13.51,4,failed,16.93,56.13,3,LATAM,1
1.79,annual,1.08,0,on_time,14.29,54.29,42,LATAM,1
,monthly,32.52,1,on_time,18.36,82.0,14,NA,0
11.03,annual,14.35,4,on_time,16.23,90.06,15,NA,0
16.82,annual,19.27,1,on_time,13.51,61.32,12,LATAM,0
8.78,annual,14.4,4,on_time,14.62,81.66,16,NA,0
32.55,monthly,27.99,1,on_time,11.76,48.7,6,NA,0
28.75,monthly,25.66,1,on_time,10.75,91.57,5,NA,1
26.83,annual,27.96,0,on_time,18.35,29.7,14,APAC,0
16.62,monthly,15.96,3,on_time,7.16,92.67,3,NA,0
22.86,monthly,21.45,0,on_time,19.13,108.68,10,NA,0
15.63,monthly,26.59,0,on_time,13.42,79.33,5,EU,0
23.86,monthly,39.0,1,on_time,14.38,99.61,7,APAC,1
13.13,monthly,25.37,1,on_time,13.94,90.87,29,NA,1
27.09,annual,10.96,2,on_time,18.02,40.9,17,APAC,0
12.77,annual,24.95,2,delayed,23.88,45.84,32,EU,0
13.57,annual,20.19,1,failed,,66.48,8,EU,1
12.73,monthly,0.01,1,on_time,21.29,79.84,22,EU,0
17.35,monthly,1.7,4,on_time,15.47,62.09,26,NA,1
13.28,monthly,21.27,0,chargeback,19.8,49.83,3,NA,0
19.41,monthly,22.2,0,chargeback,2.87,10.0,8,LATAM,0
12.63,monthly,18.76,2,on_time,18.65,130.86,21,NA,0
21.54,quarterly,31.73,1,on_time,17.34,131.73,9,MEA,0
26.63,annual,11.71,3,delayed,5.73,54.31,6,NA,1
16.54,monthly,,2,failed,11.51,43.67,51,EU,1
31.53,monthly,12.92,3,delayed,16.67,124.74,2,APAC,0
23.89,monthly,15.29,1,on_time,17.29,24.65,7,,0
30.97,monthly,21.36,1,on_time,20.74,112.78,10,,0
15.57,monthly,13.23,2,chargeback,25.02,101.83,12,NA,0
4.37,monthly,0.0,1,on_time,14.1,74.21,12,APAC,0
11.06,monthly,0.0,0,on_time,8.17,123.0,10,NA,0
11.77,monthly,23.35,1,,19.93,65.53,9,APAC,1
9.33,annual,,1,on_time,22.73,96.78,8,LATAM,0
1.0,monthly,0.0,2,on_time,22.61,77.01,18,NA,0
23.17,monthly,28.87,0,on_time,17.82,49.93,12,LATAM,0
2.98,monthly,39.0,0,on_time,27.0,141.2,4,NA,0
22.5,monthly,20.96,2,on_time,13.36,64.16,11,LATAM,0
31.3,monthly,24.95,5,on_time,24.6,71.98,15,MEA,0
10.55,quarterly,25.05,0,on_time,8.04,106.77,61,APAC,0
18.71,annual,0.0,0,on_time,2.0,106.86,9,MEA,0
13.21,quarterly,31.78,0,on_time,7.94,47.08,22,LATAM,0
21.79,monthly,35.64,2,failed,11.55,124.34,25,NA,1
7.64,monthly,42.2,0,on_time,15.0,83.82,10,NA,0
15.08,monthly,17.19,3,failed,9.4,81.54,27,NA,1
23.85,monthly,9.51,1,on_time,15.77,79.31,22,EU,0
15.66,annual,36.94,3,on_time,18.88,75.18,24,APAC,0
4.6,monthly,27.49,3,delayed,17.12,40.34,7,EU,0
24.69,monthly,31.62,0,delayed,14.17,95.38,50,APAC,1
6.93,monthly,14.88,1,on_time,22.22,89.72,22,EU,0
16.55,monthly,24.99,1,on_time,10.2,73.72,5,NA,1
20.08,annual,10.41,2,on_time,13.55,80.78,10,NA,0
16.84,monthly,21.94,1,on_time,11.7,78.26,16,MEA,0
33.76,monthly,18.17,3,,18.92,81.93,17,NA,0
21.14,monthly,47.78,1,on_time,12.45,95.69,22,NA,0
14.58,quarterly,28.03,0,on_time,17.4,77.67,19,NA,0
,monthly,0.0,2,delayed,19.9,62.24,8,MEA,1
17.47,quarterly,21.98,2,on_time,11.96,105.25,29,NA,0
16.31,monthly,26.05,2,delayed,5.41,53.9,31,APAC,1
17.71,monthly,16.79,1,delayed,13.65,113.44,20,NA,0
,annual,9.87,4,chargeback,10.23,66.94,24,NA,0
17.49,monthly,29.27,3,on_time,11.15,108.52,10,APAC,0
12.46,monthly,,4,on_time,2.0,124.26,8,APAC,1
2.73,monthly,28.33,1,on_time,5.28,82.34,10,APAC,0
23.98,monthly,10.5,3,on_time,19.8,108.42,34,,0
12.04,monthly,16.13,1,on_time,9.38,101.65,11,MEA,0
16.99,quarterly,32.52,2,delayed,21.94,89.12,15,APAC,0
10.68,monthly,,1,on_time,10.71,100.88,9,MEA,0
10.89,monthly,22.35,1,on_time,17.92,76.16,4,NA,1
8.73,monthly,21.67,5,delayed,,129.97,7,EU,1
22.64,quarterly,23.0,3,delayed,18.9,86.36,11,NA,0
24.33,monthly,13.29,3,on_time,13.48,63.55,18,APAC,0
16.18,monthly,5.32,0,delayed,16.28,71.85,23,APAC,1
12.24,quarterly,28.26,0,on_time,22.38,108.85,4,EU,0
4.15,quarterly,38.83,0,delayed,17.83,58.23,17,NA,0
21.57,annual,28.65,1,,10.87,123.28,4,NA,0
11.26,monthly,24.8,5,on_time,3.76,120.56,6,NA,1
8.18,monthly,8.71,2,on_time,14.35,49.53,21,LATAM,1
16.2,monthly,31.65,2,on_time,17.58,105.65,6,NA,1
13.66,quarterly,27.3,0,delayed,15.92,56.9,12,NA,0
5.37,monthly,30.36,3,on_time,9.73,60.66,8,EU,0
6.33,monthly,33.37,1,on_time,,70.87,21,,0
18.36,monthly,39.45,1,on_time,18.96,63.21,18,MEA,0
11.41,annual,9.74,1,on_time,23.36,93.88,17,NA,0
19.57,annual,7.82,3,delayed,13.64,81.99,6,MEA,0
17.03,monthly,23.63,0,on_time,29.74,95.83,15,APAC,0
23.33,annual,11.85,1,,,75.68,19,APAC,0
10.17,annual,9.95,2,delayed,16.01,62.3,11,EU,0
17.63,monthly,35.42,2,on_time,16.57,69.42,6,,0
20.47,monthly,10.9,2,delayed,23.33,114.96,12,APAC,0
11.62,quarterly,21.88,2,on_time,9.22,74.23,12,NA,0
,monthly,4.05,0,,10.19,123.08,32,,0
4.34,monthly,22.69,2,on_time,7.27,66.21,14,EU,0
10.17,monthly,35.01,0,on_time,13.47,85.29,10,EU,0
4.07,annual,35.34,3,on_time,9.84,83.4,12,EU,0
10.85,monthly,33.49,1,on_time,12.87,117.09,8,APAC,0
,quarterly,21.14,2,delayed,14.79,111.14,7,EU,0
21.82,monthly,34.23,2,on_time,6.73,92.61,10,EU,1
14.91,monthly,26.73,3,failed,,86.09,11,NA,1
11.83,annual,17.17,3,on_time,22.15,52.7,10,EU,0
5.16,monthly,26.2,5,on_time,12.24,78.61,7,NA,0
7.5,monthly,31.74,2,on_time,23.89,147.36,35,LATAM,0
18.17,monthly,7.4,0,on_time,17.33,57.16,8,NA,1
22.17,quarterly,10.34,3,on_time,21.59,68.25,28,MEA,1
13.07,monthly,20.42,2,failed,,45.3,11,APAC,0
24.48,monthly,8.56,3,failed,12.98,63.08,7,APAC,0
9.35,monthly,8.4,4,on_time,18.77,50.87,9,MEA,0
13.27,monthly,17.37,1,on_time,14.02,49.68,3,NA,1
13.86,monthly,32.91,1,on_time,13.94,93.04,15,APAC,0
26.71,monthly,32.7,2,on_time,14.34,104.45,24,NA,1
16.94,monthly,25.53,3,on_time,17.24,93.87,17,NA,0
3.41,monthly,23.98,1,on_time,15.67,55.39,14,EU,1
22.66,quarterly,44.96,2,delayed,24.35,36.85,54,APAC,0
28.92,quarterly,16.07,0,on_time,9.06,26.74,6,LATAM,0
14.25,monthly,24.65,0,on_time,15.57,49.87,26,NA,0
9.72,monthly,15.52,2,on_time,19.22,55.27,18,,0
22.05,monthly,7.84,3,failed,,71.15,4,NA,1
29.75,annual,35.03,3,on_time,12.94,82.21,8,NA,0
21.94,monthly,18.64,1,on_time,16.04,73.17,6,NA,0
4.64,monthly,29.64,4,on_time,24.02,128.36,20,APAC,1
21.28,monthly,19.29,2,delayed,15.82,148.59,14,,0
18.83,monthly,35.71,1,delayed,19.55,81.02,11,NA,0
9.32,monthly,11.03,0,on_time,19.94,30.41,9,,0
25.02,monthly,34.8,4,on_time,2.0,68.97,2,,0
19.07,quarterly,31.84,0,delayed,15.48,76.53,20,LATAM,0
25.2,quarterly,2.26,1,on_time,12.39,103.21,42,NA,0
8.57,quarterly,16.31,3,,24.02,46.59,28,APAC,0
18.79,quarterly,33.23,4,failed,19.19,38.55,13,APAC,0
9.73,monthly,40.01,1,,20.25,91.34,27,EU,0
17.73,annual,29.87,2,on_time,18.12,61.82,19,,0
26.34,quarterly,17.64,1,on_time,15.63,68.25,35,MEA,0
,quarterly,11.35,0,delayed,20.01,59.37,3,EU,1
6.42,quarterly,28.23,0,delayed,14.87,72.69,12,EU,1
22.69,monthly,17.31,3,on_time,22.71,89.57,38,LATAM,0
15.9,monthly,17.78,2,on_time,8.59,16.71,5,LATAM,0
24.2,monthly,19.53,2,failed,21.23,84.46,13,APAC,0
10.35,monthly,31.7,2,delayed,12.82,103.25,11,LATAM,1
16.36,monthly,41.87,3,on_time,19.08,96.52,7,NA,0
20.82,monthly,33.3,2,,5.57,143.0,36,APAC,0
17.47,monthly,,4,failed,16.62,71.75,7,NA,1
3.48,annual,12.11,1,on_time,14.09,73.26,11,LATAM,0
35.76,quarterly,29.34,1,on_time,14.73,119.66,11,EU,1
17.49,monthly,40.32,0,on_time,4.39,85.51,9,NA,0
6.62,monthly,33.04,1,delayed,15.2,126.15,9,EU,0
18.2,monthly,24.29,2,on_time,15.78,106.87,6,APAC,0
19.0,annual,16.62,1,on_time,4.31,79.22,9,EU,0
22.96,quarterly,25.8,0,on_time,8.1,83.68,35,APAC,1
22.49,quarterly,34.7,2,,15.95,77.43,14,NA,1
14.5,monthly,24.56,0,on_time,17.44,83.03,12,NA,1
3.95,monthly,20.86,1,on_time,14.7,60.33,24,APAC,1
19.23,quarterly,14.44,0,on_time,15.27,102.97,10,EU,0
4.5,annual,50.48,2,chargeback,15.16,123.84,3,APAC,1
24.51,monthly,12.2,0,on_time,,33.27,22,MEA,0
10.87,monthly,11.18,1,delayed,13.93,117.01,5,APAC,0
20.44,monthly,23.81,0,on_time,6.59,90.78,9,,1
11.41,monthly,19.78,1,on_time,11.49,113.24,3,EU,1
12.56,annual,33.26,2,on_time,14.75,60.81,6,LATAM,0
10.39,quarterly,33.63,2,on_time,22.42,78.92,6,APAC,0
21.01,monthly,8.64,2,on_time,14.27,119.43,15,LATAM,0
11.65,monthly,13.69,3,on_time,27.37,82.62,3,NA,0
21.38,monthly,12.37,2,failed,26.58,107.1,24,APAC,1
11.83,monthly,30.63,2,on_time,15.42,67.52,10,NA,0
14.38,monthly,26.71,0,failed,12.52,78.45,10,APAC,1
16.25,quarterly,17.91,1,on_time,28.6,98.26,12,,0
17.08,quarterly,,1,on_time,19.48,95.33,4,LATAM,0
9.53,monthly,9.61,0,on_time,,107.15,19,NA,0
20.93,quarterly,13.83,0,on_time,10.67,74.45,19,LATAM,0
14.1,quarterly,7.7,0,on_time,12.43,84.0,18,NA,0
19.81,monthly,23.6,3,on_time,9.0,111.14,5,EU,0
15.89,quarterly,23.56,2,on_time,23.93,124.39,5,APAC,1
20.11,quarterly,11.17,2,delayed,18.01,60.51,13,EU,0
13.12,annual,26.63,1,on_time,13.14,105.54,8,NA,1
10.47,monthly,33.63,0,,12.17,62.48,11,APAC,0
18.99,monthly,10.66,4,on_time,9.05,89.82,9,APAC,1
12.54,monthly,18.41,4,on_time,14.58,91.9,33,APAC,1
26.21,monthly,27.65,2,on_time,16.02,70.36,19,EU,1
16.47,monthly,21.93,0,on_time,2.0,79.03,6,APAC,1
,quarterly,6.91,2,failed,9.21,34.46,11,,0
11.9,monthly,17.15,3,delayed,10.94,104.29,5,NA,0
9.0,monthly,16.79,2,on_time,21.51,76.23,9,EU,0
23.51,annual,20.13,1,on_time,11.68,74.54,10,APAC,0
21.41,monthly,20.59,3,delayed,4.23,67.97,7,NA,1
15.57,monthly,39.23,2,on_time,8.39,104.39,12,NA,0
18.03,monthly,19.71,3,on_time,25.35,89.19,17,LATAM,0
15.39,monthly,3.1,2,on_time,12.76,51.82,10,LATAM,0
22.02,monthly,23.0,1,on_time,8.77,80.85,5,APAC,0
19.64,quarterly,41.23,1,on_time,4.96,55.02,11,APAC,0
20.9,monthly,,1,on_time,15.15,84.57,12,MEA,0
14.66,monthly,17.18,0,failed,15.78,103.12,41,APAC,0
11.58,monthly,18.64,1,on_time,17.65,89.39,17,NA,1
20.66,annual,28.43,3,failed,31.36,86.55,3,,0
26.86,monthly,18.6,0,delayed,7.58,113.6,12,LATAM,0
23.74,quarterly,5.33,1,on_time,12.78,61.08,24,APAC,1
27.07,monthly,14.61,0,on_time,16.75,71.72,16,NA,0
17.13,quarterly,,1,on_time,,33.61,13,LATAM,0
,monthly,27.89,1,delayed,2.61,73.37,6,APAC,1
9.83,monthly,15.59,2,on_time,18.07,66.83,16,EU,0
25.66,monthly,18.74,0,failed,11.21,102.31,9,MEA,1
2.97,quarterly,22.49,1,on_time,8.62,96.92,17,APAC,1
26.53,monthly,13.45,2,on_time,9.64,126.02,22,LATAM,1
10.49,monthly,20.99,4,on_time,24.31,69.96,26,MEA,0
29.46,monthly,27.14,1,on_time,22.79,95.1,22,NA,0
15.51,monthly,8.95,0,on_time,8.45,104.73,14,APAC,0
21.06,monthly,25.37,0,on_time,4.61,148.16,4,EU,0
32.7,monthly,10.01,4,on_time,20.39,96.2,6,LATAM,0
13.69,monthly,10.23,0,on_time,27.35,82.65,11,LATAM,0
13.57,monthly,14.71,2,on_time,,87.52,20,LATAM,0
11.14,monthly,37.02,2,on_time,,97.03,13,APAC,0
8.99,monthly,3.13,1,on_time,23.15,122.45,16,APAC,0
13.69,monthly,16.9,2,,14.97,72.09,25,NA,0
12.12,monthly,21.71,2,delayed,3.42,64.09,17,EU,0
7.25,annual,34.84,1,on_time,9.84,141.67,9,NA,0
14.53,monthly,43.43,2,on_time,10.29,52.45,37,LATAM,0
19.15,quarterly,17.36,1,delayed,17.85,107.96,19,APAC,0
9.73,monthly,27.93,2,on_time,6.8,95.65,21,APAC,0
14.86,monthly,20.96,2,delayed,20.66,93.02,15,NA,1
25.85,monthly,20.89,1,on_time,17.85,49.63,31,APAC,0
6.06,monthly,25.01,3,on_time,,159.85,37,EU,0
29.52,quarterly,4.56,2,on_time,11.04,88.94,19,,0
11.28,annual,21.47,1,on_time,,62.62,27,LATAM,1
17.41,monthly,26.96,1,on_time,8.78,46.77,11,EU,0
24.95,quarterly,12.54,2,on_time,19.06,27.7,26,LATAM,1
27.09,monthly,27.03,3,on_time,13.58,103.72,23,NA,0
19.29,monthly,2.99,1,chargeback,14.16,60.55,5,NA,1
11.14,quarterly,23.03,1,on_time,14.8,76.49,21,APAC,1
,monthly,36.76,1,on_time,4.55,67.13,2,,1
11.98,monthly,19.6,1,failed,22.14,99.06,5,NA,1
29.22,annual,,1,failed,15.5,85.42,24,NA,0
13.32,annual,6.32,0,on_time,22.16,94.55,3,EU,1
18.27,quarterly,26.3,1,failed,21.72,106.13,5,NA,1
8.69,monthly,32.21,1,on_time,10.12,63.95,23,EU,1
7.91,annual,21.38,0,delayed,13.38,41.66,14,,0
16.18,monthly,16.9,1,on_time,5.7,79.84,6,MEA,1
13.73,monthly,0.76,0,on_time,22.36,98.49,11,NA,0
14.24,monthly,23.36,0,on_time,16.95,87.03,16,NA,0
5.65,annual,,2,,16.21,28.49,10,NA,0
15.49,annual,15.05,0,on_time,13.34,77.05,48,NA,0
26.84,quarterly,39.78,0,on_time,9.18,55.98,30,APAC,0
10.03,monthly,2.18,2,delayed,22.7,84.62,5,EU,1
22.28,monthly,3.65,1,on_time,27.03,111.01,26,NA,0
1.0,monthly,24.54,3,failed,22.93,14.19,13,MEA,1
10.38,annual,17.76,1,,14.0,113.58,28,,0
2.63,monthly,16.29,1,on_time,17.34,54.71,23,NA,0
24.65,monthly,25.0,1,on_time,21.42,111.89,5,NA,0
22.15,quarterly,24.81,4,on_time,15.56,107.55,13,LATAM,0
8.76,monthly,11.29,1,on_time,26.67,75.57,8,,0
18.02,annual,15.49,0,on_time,22.49,87.05,13,MEA,0
24.41,monthly,22.55,3,on_time,31.71,64.36,10,NA,0
25.5,quarterly,23.84,0,on_time,16.17,35.67,25,APAC,1
,monthly,27.32,0,on_time,2.0,115.86,10,NA,0
1.0,monthly,15.59,2,delayed,15.43,64.87,34,NA,1
9.71,monthly,25.82,2,on_time,12.72,134.42,15,APAC,0
21.36,monthly,,0,on_time,16.04,108.72,9,APAC,0
30.69,quarterly,22.52,3,,25.7,60.35,13,NA,0
15.62,monthly,20.87,0,on_time,11.75,100.48,10,NA,1
11.75,monthly,19.41,3,on_time,10.01,98.78,6,APAC,1
32.8,quarterly,15.21,1,failed,,132.23,8,NA,0
18.84,monthly,11.68,2,on_time,27.92,70.31,15,NA,0
7.41,quarterly,18.72,1,,12.24,77.5,13,NA,0
15.17,quarterly,26.96,0,on_time,16.56,96.13,17,,0
23.0,monthly,12.22,2,on_time,26.08,84.51,12,LATAM,0
15.51,quarterly,21.17,5,on_time,18.98,45.07,10,NA,0
21.56,monthly,19.89,0,on_time,2.0,112.42,6,EU,0
4.76,monthly,41.56,1,chargeback,12.1,128.75,10,APAC,0
5.96,monthly,29.95,5,on_time,11.08,88.29,17,,0
10.86,annual,,0,chargeback,4.54,43.53,6,APAC,0
14.02,monthly,32.12,2,on_time,,80.83,8,NA,0
18.34,monthly,16.0,0,failed,2.0,58.54,15,LATAM,1
20.46,annual,37.14,1,failed,16.95,69.07,15,APAC,0
33.26,monthly,23.75,2,on_time,15.04,89.19,6,APAC,0
10.83,annual,21.51,1,chargeback,,92.13,17,EU,0
13.8,quarterly,8.64,0,,4.14,123.34,16,LATAM,1
11.03,annual,17.58,3,on_time,23.37,91.4,42,APAC,0
23.56,annual,2.57,3,on_time,11.59,48.94,6,EU,1
23.94,annual,19.27,0,,21.59,92.78,37,NA,0
12.87,monthly,15.66,1,on_time,14.25,76.0,15,NA,0
30.46,quarterly,17.62,3,on_time,23.76,79.16,3,NA,1
11.04,quarterly,6.75,3,,18.51,83.61,10,NA,0
23.21,quarterly,29.74,0,on_time,15.67,87.78,10,MEA,0
26.18,monthly,28.52,3,on_time,9.96,112.35,26,MEA,0
6.47,annual,40.59,0,on_time,22.79,88.12,8,NA,0
20.04,monthly,40.28,0,on_time,13.77,50.81,4,MEA,0
1.0,monthly,23.72,2,failed,10.11,41.94,17,APAC,1
21.77,monthly,33.26,0,failed,14.06,102.21,15,EU,0
8.29,monthly,24.87,0,,14.72,99.08,21,MEA,0
19.97,quarterly,17.3,1,on_time,20.24,119.31,30,APAC,0
21.28,monthly,18.94,1,on_time,3.71,81.24,28,APAC,0
23.84,quarterly,29.03,3,failed,29.3,91.84,49,,1
22.23,annual,66.97,1,on_time,17.78,87.63,37,NA,0
16.39,monthly,34.84,0,on_time,14.9,40.48,19,LATAM,0
13.34,quarterly,24.71,0,on_time,,38.86,13,NA,0
15.48,monthly,27.32,2,on_time,5.81,104.6,15,NA,0
8.19,annual,27.22,3,delayed,15.74,84.9,24,NA,0
,annual,21.01,2,on_time,18.9,109.54,9,EU,0
13.97,monthly,30.32,0,delayed,13.23,135.62,10,EU,0
10.48,quarterly,20.29,2,on_time,18.14,75.59,20,MEA,0
3.81,monthly,10.87,0,on_time,19.76,74.13,4,EU,0
7.06,monthly,27.3,5,on_time,10.63,46.02,8,LATAM,1
,quarterly,28.77,1,,22.49,98.51,6,APAC,1
13.84,monthly,20.4,1,,14.64,26.37,31,EU,0
18.52,quarterly,25.41,1,on_time,,56.83,5,NA,0
1.0,monthly,32.57,2,on_time,22.86,92.64,10,NA,0
17.66,monthly,21.43,0,on_time,17.44,65.55,8,LATAM,1
15.14,annual,17.08,1,delayed,10.13,74.41,11,APAC,0
7.76,monthly,14.2,0,chargeback,14.33,78.2,18,EU,0
12.98,quarterly,,1,on_time,21.05,52.86,17,LATAM,0
23.36,monthly,38.88,1,on_time,11.64,26.16,15,LATAM,0
9.18,annual,19.82,1,failed,17.6,93.24,20,NA,0
16.55,monthly,25.95,2,on_time,18.28,79.02,17,,1
18.43,monthly,18.43,0,,14.33,93.51,1,APAC,0
10.24,monthly,17.49,1,on_time,,82.36,20,LATAM,0
23.06,monthly,12.33,2,on_time,24.59,81.86,15,NA,0
18.83,annual,23.1,2,on_time,17.85,79.72,32,NA,0
14.24,monthly,16.31,2,,13.19,78.61,6,EU,0
32.54,monthly,36.01,4,on_time,10.26,74.52,13,NA,0
23.09,quarterly,20.82,0,on_time,20.39,55.86,17,NA,0
4.2,monthly,21.51,2,on_time,14.58,153.51,38,APAC,0
,monthly,20.02,2,on_time,20.86,112.2,4,EU,0
33.27,monthly,26.08,3,delayed,9.47,125.75,15,NA,1
9.12,monthly,,2,delayed,16.82,119.53,15,APAC,0
16.46,quarterly,10.56,4,on_time,12.12,76.18,6,NA,0
24.62,annual,25.06,5,on_time,25.45,71.02,11,EU,0
20.57,annual,4.74,4,on_time,17.21,75.67,11,APAC,0
21.58,annual,35.46,1,on_time,9.03,66.42,7,LATAM,0
21.16,monthly,20.81,0,on_time,,108.58,15,NA,0
16.18,monthly,5.56,5,on_time,22.41,61.22,17,LATAM,0
10.45,quarterly,7.97,0,delayed,12.98,54.13,15,LATAM,0
,annual,30.95,3,delayed,10.14,42.93,4,APAC,1
13.18,quarterly,3.69,0,delayed,2.0,74.93,8,MEA,0
12.63,monthly,25.06,0,on_time,21.6,70.79,41,NA,0
26.38,quarterly,17.29,2,delayed,4.48,66.67,8,NA,0
13.33,quarterly,19.86,0,delayed,14.71,86.34,4,LATAM,0
27.94,annual,14.59,1,failed,4.65,46.22,11,,0
17.8,quarterly,11.52,4,delayed,,104.78,2,,1
14.89,monthly,16.64,0,delayed,23.01,53.28,56,NA,1
3.28,monthly,28.29,2,delayed,16.8,51.16,3,NA,0
30.84,monthly,18.78,2,on_time,21.29,65.98,6,NA,1
15.96,monthly,,2,on_time,14.21,80.13,7,NA,1
1.0,annual,19.34,0,on_time,,97.29,17,MEA,0
22.91,monthly,28.72,1,on_time,4.94,81.91,3,NA,1
15.65,monthly,26.56,1,on_time,19.75,39.07,67,LATAM,0
9.48,monthly,16.05,3,on_time,8.94,97.65,13,NA,0
22.52,quarterly,11.51,0,on_time,,97.11,2,NA,0
1.0,monthly,32.51,0,on_time,8.33,67.75,41,LATAM,1
11.0,monthly,13.05,0,failed,21.07,88.78,16,NA,1
13.9,annual,,2,on_time,22.66,111.75,10,,1
21.97,monthly,22.34,3,on_time,6.96,59.8,2,LATAM,0
,monthly,16.91,1,on_time,12.3,110.89,14,NA,0
14.29,monthly,26.72,5,on_time,13.62,119.44,10,NA,0
19.22,monthly,37.05,4,delayed,35.9,88.92,3,MEA,1
35.24,quarterly,,2,on_time,13.53,49.59,14,EU,0
16.03,annual,23.42,1,on_time,8.17,108.53,9,APAC,1
19.28,monthly,39.84,1,on_time,17.95,109.65,9,NA,0
7.34,annual,3.58,2,on_time,8.71,89.42,27,NA,0
29.71,quarterly,9.77,1,,14.63,82.53,32,EU,0
11.01,monthly,16.89,4,failed,,116.41,22,APAC,0
17.88,monthly,37.61,2,failed,18.11,60.2,20,NA,0
17.68,monthly,32.37,2,on_time,,108.0,22,,0
